# Threat Intelligence Feed - Mixed Indicators
# Source: Indicators derived from pulses collected via the AlienVault OTX platform
# Format: CSV
# Description:
# This dataset contains threat intelligence indicators observed from various honeypot
# deployments and community threat feeds. Indicators may include IPv4 addresses or
# cryptographic file hashes associated with suspicious or malicious activity.
# Column : indicator,type,valid_from,name

# Data Source Platform:
# AlienVault Open Threat Exchange (OTX)

# Feed Context:
# The data originates from multiple honeypot sensors and threat intelligence pulses,
# including SSH brute-force monitoring and honeypot frameworks such as Cowrie,
# Honeytrap, CiscoASA honeypot logs, Dionaea, ConPot, Heralding, Tanner, and others.

20c0598ea5bb53124e75758d4b9cfe64ee295a8399849daa86e587283a569875,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
48f9fd7c6206b8a21514356338cf2b34b4715f57019afb982d3d91b8f82b5afb,SHA-256,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
117.247.255.229,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
45.56.111.154,ipv4-addr,2026-03-11 10:33:40,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
34d490ab7a8d41accaf03e32d70cc196a1f148997edeed40e5dfa48b44f2910e,SHA-256,2026-03-11 10:30:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
a63c2172d60ff805ea3156893b9c4754e2773a52c01804557f44306e3178e186,SHA-256,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
104.207.38.168,ipv4-addr,2026-03-11 11:15:16,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
8.155.55.143,ipv4-addr,2026-03-11 10:53:58,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
167.99.200.39,ipv4-addr,2026-03-11 10:25:32,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
104.207.37.110,ipv4-addr,2026-03-11 10:45:20,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
165.232.103.196,ipv4-addr,2026-03-11 10:31:16,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
037305fca9bfdb2f3c350fdf0747309cb348f5a0355de2222d867ad1b238263d,SHA-256,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
185.247.137.177,ip-dst,2026-03-11 10:30:42,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Dionaea"
43.106.134.52,ipv4-addr,2026-03-11 11:00:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
eb12a5dd0da05e7437d570c1b4f4bff4e656b270867f2522bd3353c85469969b,SHA-256,2026-03-11 10:30:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
170.64.228.230,ipv4-addr,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
71d999ad49befed2f8fde801a04cc441b6a13170f107d521d66dab3ba62e2301,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
209.97.184.214,ipv4-addr,2026-03-11 10:41:21,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
209.38.92.174,ipv4-addr,2026-03-11 10:54:25,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
206.81.1.172,ipv4-addr,2026-03-11 11:15:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
176.31.162.52,ipv4-addr,2026-03-11 10:45:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Sentrypeer"
120.157.20.112,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
159.223.208.60,ipv4-addr,2026-03-11 10:30:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
f4a52030dc56d0115b6eebd047f8bf73cc7c7765c5eba8639f251e4da161c892,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
8dbeeaf1bcd209a75e93726cf3c8b19c3f2b3e88a8996c700668e668cff4607f,SHA-256,2026-03-11 11:00:26,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
220.201.96.57,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
159.65.188.68,ipv4-addr,2026-03-11 11:15:34,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
e2c25081c315f2840f751c5cd6f8a71c12b9789d7f93e610d6abbf299280c3b0,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
144.48.38.22,ipv4-addr,2026-03-11 10:45:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
216.26.235.181,ipv4-addr,2026-03-11 10:45:20,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
90.127.73.244,ipv4-addr,2026-03-11 10:30:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
198.199.80.227,ipv4-addr,2026-03-11 11:07:11,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
5.141.96.34,ipv4-addr,2026-03-11 12:21:03,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
216.26.227.137,ipv4-addr,2026-03-11 10:30:05,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
216.26.229.111,ipv4-addr,2026-03-11 10:30:05,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
261211580155d761d30578baa0276bff4ff5e76e67076abac9b6e7b95e0cef36,SHA-256,2026-03-11 10:30:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
213.21.239.4,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
167.71.14.224,ipv4-addr,2026-03-11 10:40:21,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
137.184.30.187,ipv4-addr,2026-03-11 11:15:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
216.26.237.126,ipv4-addr,2026-03-11 10:30:05,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
209.50.173.227,ipv4-addr,2026-03-11 11:00:14,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
175.107.205.239,ipv4-addr,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
112.46.175.130,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
134.199.155.95,ipv4-addr,2026-03-11 10:53:39,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
068db8369b3d863f6d186ab57671b904cccbfae4c3462417f48f4cbd82868dec,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
138.197.166.241,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
65.111.3.121,ipv4-addr,2026-03-11 10:45:20,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
65.111.12.152,ipv4-addr,2026-03-11 10:45:20,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
216.26.232.102,ipv4-addr,2026-03-11 10:45:20,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
59.98.68.173,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
65.111.2.192,ipv4-addr,2026-03-11 11:00:14,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
209.38.167.49,ipv4-addr,2026-03-11 11:00:26,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
167.172.92.221,ipv4-addr,2026-03-11 11:08:10,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
223.199.161.230,ipv4-addr,2026-03-11 10:45:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
45.3.38.9,ipv4-addr,2026-03-11 11:15:16,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
170.64.223.209,ipv4-addr,2026-03-11 10:52:34,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
142.93.230.17,ip-dst,2026-03-11 11:05:07,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
143.198.185.126,ipv4-addr,2026-03-11 11:00:40,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - ElasticPot"
f41b696a5028a27f8a6199ff1b04928e3b6fdf64e949ba29767cdc47c89797ef,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
165.22.127.78,ipv4-addr,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
104.207.40.228,ipv4-addr,2026-03-11 11:15:16,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Ciscoasa"
c54c16b3dbf645bcf9cf105c51993756dbe2464eda5e2a2842408055c7ca7498,SHA-256,2026-03-11 10:45:17,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
9e076f92dcc346cc35b9968ad078676a68a27855bd821dc703eae5cd94153882,SHA-256,2026-03-11 11:15:28,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
170.64.155.159,ipv4-addr,2026-03-11 11:03:51,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
24.199.83.215,ipv4-addr,2026-03-11 11:15:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
4edd3203eab17ebe472badd5e692a67af59b1ddb57b7e594f0567bf8be575691,SHA-256,2026-03-11 11:45:50,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
4b01b08c6568784fa982b710371e95be70c4c21f65f8b9adaa16cb3066d040fb,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
8784478006650ad124ab39c238df79d7f3bfb41e255cbf6d48837985ab070f6e,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
116.68.172.110,ipv4-addr,2026-03-11 12:15:32,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Dionaea"
170.64.170.228,ipv4-addr,2026-03-11 12:15:09,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
206.189.191.198,ipv4-addr,2026-03-11 12:21:20,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
59c8ea588677a90a2fd4942fec4ad1b86c20b7870855ffa22d6cf42e1b58c2d4,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
53e8498eb5054bdbc4876de62e293231dbd294a4829861386d6935a51e37b7e0,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
cabf4aa044259d1ab838b1eff125ac23126e1118a081daa95042f65f427949a5,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
9e898a94d46c377082b5f32ee700f4b302235a04c1078997254e7975337ad3aa,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
449b716287b32a0b8428c74445145a74e8120f345b9d24dcd6af350c9054ae26,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
1b56e6ecadf24d1e06e216e9a97c6c6d306485ecf5b3248af9ebd5c10eccb746,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
b8c630b78b4e659a08657337be548bde8973a8c3ef85ebf2d602ff1d9eb95a28,SHA-256,2026-03-11 11:45:50,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
54862979a2d52e038f6787ebbfb1462b87241e358193b0bc433b8098ce6be648,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
2befeda95963b05147bea20eb2f6e93075eeb459670f4593e20893df33eb9851,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
63fe1a7ea0627c4ba8386b45de2e7462a02d07077af0659bcff153faedea167a,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
124.146.27.234,ipv4-addr,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
110.177.178.39,ipv4-addr,2026-03-11 12:15:35,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Redishoneypot"
87.106.45.232,ipv4-addr,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
103.13.206.154,ipv4-addr,2026-03-11 12:11:35,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
cd1a71726c60348f6973b9f4630a64e3d8bb3dc1d6e8f28025dda99c3dacfac3,SHA-256,2026-03-11 11:45:50,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
fbe21a8a7702b662455b79bc393ead7b556d1f190133c5928d99bfea1bcba413,SHA-256,2026-03-11 11:45:50,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
146.190.24.221,ipv4-addr,2026-03-11 12:13:41,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
186.235.70.154,ipv4-addr,2026-03-11 12:00:27,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
171.36.6.182,ipv4-addr,2026-03-11 12:15:35,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Redishoneypot"
9cdb5e50619bb03d010ffc2a4030f4de970f4285b9a031f18fa9f50550d42db9,SHA-256,2026-03-11 12:00:27,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
103.188.169.213,ipv4-addr,2026-03-11 12:15:32,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Dionaea"
103.90.207.234,ipv4-addr,2026-03-11 12:00:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Tanner"
118.193.34.101,ipv4-addr,2026-03-11 12:08:10,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
167.86.121.168,ipv4-addr,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
120.245.128.239,ipv4-addr,2026-03-11 12:15:59,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
71ea8431199a57423c18c88716f7a5acb6ddf49f0cd83a49ce2db641da045cc3,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
ac0a132b0f90a3f4f4751427e411a798c4c494b95365205b731fc7b1e5dd20e0,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
114.198.247.110,ipv4-addr,2026-03-11 12:15:32,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Dionaea"
ea7111d77e42d2954cf49acb8279d6d4b82a4de9fc9d4a539cfffb9caf16957e,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
59.52.103.212,ipv4-addr,2026-03-11 11:45:38,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
43.106.121.36,ipv4-addr,2026-03-11 12:00:12,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
170.64.145.187,ipv4-addr,2026-03-11 11:58:34,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
fb7ba23f3dd683f8d27aa1588b1175140651774555b0a8a18ee6d43e062eb44c,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
72.13.46.9,ipv4-addr,2026-03-11 11:30:33,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Tanner"
182.92.98.125,ipv4-addr,2026-03-11 11:42:02,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
167.172.54.183,ipv4-addr,2026-03-11 11:54:46,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
46.101.10.225,ipv4-addr,2026-03-11 12:12:38,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
8591ab1b6059e2b88845b9c7159842cce0cf9f28fec94627085174b610c1811e,SHA-256,2026-03-11 11:45:50,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
18.97.26.38,ip-dst,2026-03-11 11:45:38,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
17.241.75.66,ipv4-addr,2026-03-11 11:46:11,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Tanner"
170.64.200.114,ipv4-addr,2026-03-11 12:00:27,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
31b4ad2e121990352c9854db2a03727f617c2e03d29bfc447bf80b052ec52d37,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
173.255.197.36,ipv4-addr,2026-03-11 11:30:25,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
206.189.70.69,ipv4-addr,2026-03-11 12:15:23,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
b4cfcdbd557b20fb74eb9988615d38fa196124a9c25c803ee2cb40c787b30fa2,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
137.184.201.88,ipv4-addr,2026-03-11 11:45:38,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
170.64.143.119,ipv4-addr,2026-03-11 12:03:38,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
159.65.29.107,ipv4-addr,2026-03-11 12:06:26,"OTX feed=Collection: subscription, pulse_name=SSH Brute-Force Honeypot Live"
192.81.211.5,ipv4-addr,2026-03-11 12:00:27,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
223.109.143.131,ipv4-addr,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
a49f2365cde7483ea327461af46d35e3cda895a96237e99163f0f29e7173f358,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
182.88.238.127,ipv4-addr,2026-03-11 12:00:12,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
110.177.178.196,ipv4-addr,2026-03-11 12:15:35,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Redishoneypot"
57.128.171.5,ipv4-addr,2026-03-11 11:46:05,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Sentrypeer"
194.247.173.99,ipv4-addr,2026-03-11 12:00:30,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Tanner"
27cee09763496c14ac5421155ac29b17b9bb1d78f74efee8f0fab73aa1ec2253,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
2ca49ce2829287740240af144a01aaa94f1c7bcbb665b773cc3439cb3a34410f,SHA-256,2026-03-11 11:30:09,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
32dce5c8de57b10aed58883755b6ae5dba99ffb576b388ce7e616f063d424a18,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
10a799269e262be698e2a17184d9b00e27c6a7b4f67d391a7c3382ec794a2232,SHA-256,2026-03-11 12:15:13,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Cowrie"
182.119.226.109,ipv4-addr,2026-03-11 12:15:23,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Honeytrap"
51.222.95.156,ipv4-addr,2026-03-11 12:15:33,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - H0neytr4p"
174.138.19.251,ipv4-addr,2026-03-11 11:30:33,"OTX feed=Collection: subscription, pulse_name=LCIA HoneyNet Data - March 2026 - Tanner"
